State,District,Block,Habitation Name,Habitation ID,Facility Name,Address,File Upload Date,Facility Category,Facility Subcategory,Lattitude,Longitude
Nagaland,Wokha,Wozhuro/Ralang,Wozhuro,1313434,EAC HQ,Wozhuro,2020-07-09 12:39:25.283,Transport/Admin,Block Headquarter,26.006333333333,94.184074999999
Nagaland,Wokha,Wozhuro/Ralang,Wozhuro,1313434,Veterinary Health Centre,Wozhuro,2020-07-15 08:57:32.523,Medical ,Veterinary Hospital,26.004913333333,94.183048333333
Nagaland,Wokha,Wozhuro/Ralang,Wozhuro,1313434,Village Council,Wozhuro,2020-07-14 15:36:48.420,Transport/Admin,Panchayat Headquarter,26.003941666666,94.183861666666
Nagaland,Wokha,Wokha,New Wokha Village,1313452,Collection Centre2,New Wokha,2020-07-13 16:56:46.697,Agro ,Collection Centre or Pack House,26.119798333333,94.279178333333
Nagaland,Wokha,Wokha,New Wokha Village,1313452,Village Council,New Wokha,2020-07-13 16:59:27.387,Transport/Admin,Panchayat Headquarter,26.119833333333,94.279416666666
Nagaland,Wokha,Wokha,New Wokha Village,1313452,Collection Centre1,New Wokha,2020-07-13 16:52:36.650,Agro ,Collection Centre or Pack House,26.120118333333,94.288368333333
Nagaland,Tuensang,Sangsangnyu,NGOCHUNG VILL,1313863,ngochung PHC,Ngochung,2020-09-16 12:47:29.237,Medical ,Primary Health Centre,26.34025412,94.82899273
Nagaland,Kohima,Chiephopozou,Rusoma,929167,PHC,RUSOMA,2020-07-10 13:50:40.887,Medical ,Primary Health Centre,25.727692091437,94.141401272902
Nagaland,Phek,Sekruzu,Ruzazho,929372,Govt high School,Ruzazho,2020-07-23 19:25:41.297,Education ,High School - General,25.75858886,94.3783058
Nagaland,Phek,Sekruzu,Ruzazho,929372,PHC,Ruzazho,2020-07-23 19:24:57.637,Medical ,Primary Health Centre,25.75867479,94.37692494
Nagaland,Phek,Sekruzu,Ruzazho,929372,Mandi,Ruzazho,2020-07-23 19:23:26.893,Agro ,Mandi (Notified),25.75783851,94.384036
Nagaland,Phek,Sekruzu,Ruzazho,929372,Village Council,Ruzazho,2020-07-23 19:22:45.780,Transport/Admin,Panchayat Headquarter,25.75731223,94.38486731
Nagaland,Mokokchung,Ongpangkong (S),Mangmetong,672263,Panchayat HQ,Mangmetong,2020-07-17 14:35:26.747,Transport/Admin,Panchayat Headquarter,26.29070048,94.39781578
