State,District,Block,Habitation Name,Habitation ID,Facility Name,Address,File Upload Date,Facility Category,Facility Subcategory,Lattitude,Longitude
Sikkim,West Sikkim,Gyalshing,Tikjuk,1113820,District Administrative Centre,Tikjuk,2020-06-25 20:49:06.423,Transport/Admin,Block Headquarter,27.3006057,88.25219224
Sikkim,West Sikkim,Gyalshing,Ferek,1113906,GPK Gyaten karmatar,"Gyaten Karmatar, West Sikkim",2020-06-28 09:36:17.490,Transport/Admin,Panchayat Headquarter,27.283489778638,88.105035843328
Sikkim,East,Gangtok,TSHAMLAMTHANG,1113920,government secondary school,sang tshalamthang,2020-06-21 13:58:15.080,Education ,High School - General,27.25555689,88.52608955
Sikkim,West Sikkim,Soreng,Upper Okhrey ,1114106,Village Administrative Centre,upper Okhrey,2020-06-24 12:03:50.540,Transport/Admin,Panchayat Headquarter,27.14687472,88.09997308
Sikkim,East,Rongli,L LingTam,1114213,Chusang Gudheling Monastery,Lower lingtam,2020-07-04 15:54:04.527,Education ,High School - General,27.227656666667,88.73978
Sikkim,East,Rongli,L LingTam,1114213,Gram Prashaasan Kendra,Lingtam,2020-06-09 15:21:54.743,Transport/Admin,Panchayat Headquarter,27.22110184,88.73755779
Sikkim,East,Rongli,L LingTam,1114213,Govt Secondary School,Lingtam,2020-06-05 14:40:20.443,Education ,High School - General,27.22414002,88.73651593
Sikkim,East,Rongli,L LingTam,1114213,Gram Prashan kendra,Pasting,2020-06-09 15:21:06.947,Transport/Admin,Panchayat Headquarter,27.23030743,88.73989508
Sikkim,West Sikkim,Gyalshing,Hee Kyonbari,419409,"Milk Chilling Centre,Hee Gaon","Hee Goan,Hee G.P.U,West Sikkim",2020-06-23 21:00:04.267,Agro ,Collection Centre or Pack House,27.256569243036,88.18397635594
Sikkim,South,Namchi,Kitchudumra,1282784,Silkworm Rearing House MNT Hall,Kitchudumra,2020-06-04 12:38:40.120,Agro ,Agro Industry,27.18550851,88.33684763
Sikkim,South,Namchi,Kitchudumra,1282784,Government ITI College,Kitchudumra,2020-06-04 12:23:31.263,Education ,ITI,27.18968663,88.33134838
Sikkim,East,Gangtok,PARBING RANKA,824661,RAnka senior secondary  school,ranka,2020-06-21 11:19:44.450,Education ,Higher Secondary School,27.329028078365,88.582259374125
Sikkim,East,Gangtok,PARBING RANKA,824661,block administrative  centre Ranka,ranka,2020-06-21 11:19:22.923,Transport/Admin,Block Headquarter,27.323965832139,88.582205230616
Sikkim,East,Gangtok,PARBING RANKA,824661,state bank of india ranka branch,ranka,2020-06-21 11:20:37.503,Transport/Admin,Bank,27.324214807251,88.582668792506
Sikkim,North,Mangan,Passingdong,831454,village administrative centre,Passingdong Saffo GPU,2020-06-10 05:54:34.467,Transport/Admin,Panchayat Headquarter,27.526441169903,88.520656116307
Sikkim,North,Mangan,Passingdong,831454,Block Administrative Centre,"Passingdong, Dzongu",2020-06-05 18:09:32.323,Transport/Admin,Block Headquarter,27.526293333333,88.521671666667
Sikkim,North,Mangan,Passingdong,831454,Primary Health Centre,"Passingdong, Dzongu",2020-06-05 18:10:10.077,Medical ,Primary Health Centre,27.530255,88.510983333333
Sikkim,North,Mangan,Passingdong,831454,Government Secondary School,"Passingdong, Upper Dzongu",2020-06-05 18:10:24.000,Education ,High School - General,27.527601666667,88.514783333333
Sikkim,East,Pakyong,L Rai Gaon,1113430,SIKKIM REHABILITATION AND DETOXIFICATION SOCIETY,Nimtar Lower Rai Gaon,2020-06-24 12:38:59.457,Medical ,Bedded Hospital,27.26298363,88.56108709
Sikkim,East,Pakyong,L Rai Gaon,1113430,Govt School Rai gaon East Sikkim,Rai gaon,2020-06-23 13:47:56.210,Education ,Higher Secondary School,27.24718007,88.5784071
Sikkim,East,Pakyong,L Rai Gaon,1113430,Baptist English School,Nintar Lower Rai Gaon,2020-06-24 12:39:35.180,Education ,High School - General,27.26292056,88.56066193
Sikkim,East,Pakyong,L Rai Gaon,1113430,NIM VALLEY SCHOOL,"Nimtar,Lower Raigaon East Sikkim",2020-06-24 12:08:51.347,Education ,Higher Secondary School,27.26062577,88.55905939
Sikkim,East,Pakyong,L Rai Gaon,1113430,OFFICE OF VLW,"lower raigaon, east sikkim",2020-06-24 13:21:26.190,Agro ,GRaM (Notified),27.25919,88.595101666667
Sikkim,East,Pakyong,L Rai Gaon,1113430,"GOVERNMENT SENIOR SECONDARY SCHOOL, LOWER RAIGAON",LOWER RAIGAON,2020-06-24 13:22:37.563,Education ,Higher Secondary School,27.258466666667,88.596205
Sikkim,East,Pakyong,W Pachey,1113453,Sub Divisional Veterinary Hospital,Pachey Pakyong E Sikkim,2020-06-06 15:25:43.480,Medical ,Veterinary Hospital,27.23945,88.606006666667
Sikkim,East,Pakyong,W Pachey,1113453,Sub Divisional Administrative Centre,"Pachey, Pakyong",2020-06-06 12:41:18.553,Transport/Admin,Block Headquarter,27.245443333333,88.611536666667
Sikkim,West Sikkim,Soreng,Lower Chakung N,1113689,Government Senior Secondary School,Chakung,2020-06-23 12:03:32.980,Education ,Higher Secondary School,27.14940001,88.24308011
Sikkim,West Sikkim,Soreng,Middle Chakung ,1113694,Gram Panchayat Kerdra,Chakung,2020-06-23 15:55:19.907,Transport/Admin,Panchayat Headquarter,27.14840265,88.24911076
Sikkim,West Sikkim,Soreng,Middle Chakung ,1113694,Vaterinary Hospital cum Office,Chakung,2020-06-23 14:43:05.690,Medical ,Veterinary Hospital,27.1484612,88.24820893
Sikkim,West Sikkim,Soreng,Middle Chakung ,1113694,Government Science College,Chakung,2020-06-23 12:06:18.147,Education ,Degree College,27.14814114,88.24798757
Sikkim,West Sikkim,Soreng,Akkar Zoom Central Zoom ,1113730,Petrol Pump,Nayabazar,2020-06-24 11:25:22.497,Transport/Admin,Fuel Station,27.132153846323,88.276913976297
